date,GALI2,DESAWAR2,FARIDABAD2,GHAZIABAD2,LUXMI KUBER
2021-09-24,22,07,16,95,39
2021-09-25,16,20,23,49,50
2021-09-26,46,78,88,59,91
2021-09-27,21,76,57,36,92
2021-09-28,69,78,18,98,61
2021-09-29,12,34,05,00,67
2021-09-30,82,78,58,19,52
2021-10-01,39,66,51,08,98
2021-10-02,38,29,39,79,52
2021-10-03,24,52,02,47,73
2021-10-04,30,02,99,53,09
2021-10-05,09,11,05,09,16
2021-10-06,00,21,90,79,40
2021-10-07,75,02,39,91,82
2021-10-08,41,94,63,18,09
2021-10-09,91,33,19,61,57
2021-10-10,00,35,64,70,59
2021-10-11,74,29,22,20,87
2021-10-12,49,62,31,53,66
2021-10-13,17,68,03,75,44
2021-10-14,81,51,64,60,16
2021-10-15,64,45,37,87,99
2021-10-16,54,84,36,56,70
2021-10-17,52,06,31,73,81
2021-10-18,55,63,23,79,75
2021-10-19,98,57,10,52,23
2021-10-20,06,52,23,00,98
2021-10-21,14,02,84,38,16
2021-10-22,58,45,19,05,55
2021-10-23,47,79,05,95,64
2021-10-24,88,97,15,22,07
2021-10-25,62,96,93,36,15
2021-10-26,15,83,40,52,66
2021-10-27,95,21,42,12,19
2021-10-28,63,12,57,81,38
2021-10-29,95,46,17,57,21
2021-10-30,85,95,13,06,20
2021-10-31,21,89,45,80,41
2021-11-01,81,67,30,91,90
2021-11-02,83,65,44,42,28
2021-11-03,59,61,57,87,44
2021-11-04,25,01,50,35,66
2021-11-05,02,50,94,71,36
2021-11-06,20,53,07,16,10
2021-11-07,76,05,89,17,32
2021-11-08,49,39,18,53,25
2021-11-09,40,82,17,95,81
2021-11-10,07,43,05,25,70
2021-11-11,32,97,32,79,35
2021-11-12,03,61,42,80,16
2021-11-13,50,74,30,26,80
2021-11-14,75,17,77,37,38
2021-11-15,48,25,33,28,78
2021-11-16,09,66,51,50,68
2021-11-17,85,84,90,96,11
2021-11-18,11,70,01,23,64
2021-11-19,37,42,67,46,82
2021-11-20,57,05,86,58,21
2021-11-21,44,71,52,90,75
2021-11-22,65,87,88,33,74
2021-11-23,41,50,27,85,19
2021-11-24,01,76,91,26,21
2021-11-25,53,41,38,02,84
2021-11-26,17,68,81,76,79
2021-11-27,51,07,71,55,92
2021-11-28,07,12,12,07,77
2021-11-29,44,52,88,49,43
2021-11-30,05,31,37,37,72
2021-12-01,40,09,08,38,05
2021-12-02,09,47,99,70,03
2021-12-03,73,74,37,49,10
2021-12-04,18,24,75,62,05
2021-12-05,79,26,92,34,82
2021-12-06,42,19,18,77,98
2021-12-07,59,71,35,92,73
2021-12-08,41,05,44,85,33
2021-12-09,99,23,68,50,83
2021-12-10,58,63,95,41,26
2021-12-11,06,31,75,45,98
2021-12-12,23,23,44,90,73
2021-12-13,74,58,75,03,53
2021-12-14,35,48,14,05,79
2021-12-15,35,92,45,55,81
2021-12-16,99,95,40,51,03
2021-12-17,63,84,78,65,63
2021-12-18,83,18,01,47,80
2021-12-19,31,27,73,18,69
2021-12-20,19,49,05,45,37
2021-12-21,44,38,34,74,82
2021-12-22,28,02,04,36,38
2021-12-23,55,15,98,84,61
2021-12-24,21,55,10,50,31
2021-12-25,73,39,48,22,87
2021-12-26,34,83,83,88,51
2021-12-27,07,59,65,40,38
2021-12-28,30,84,20,43,58
2021-12-29,63,51,76,55,09
2021-12-30,93,53,04,32,88
2021-12-31,55,87,11,86,07
2022-01-01,67,86,27,55,20
2022-01-02,72,95,13,38,56
2022-01-03,45,76,58,82,53
2022-01-04,99,79,97,53,61
2022-01-05,37,00,67,18,59
2022-01-06,77,99,56,01,26
2022-01-07,00,82,38,88,43
2022-01-08,13,59,07,16,77
2022-01-09,71,09,73,33,18
2022-01-10,70,90,21,22,40
2022-01-11,27,07,77,30,91
2022-01-12,59,20,17,19,40
2022-01-13,23,40,15,71,93
2022-01-14,12,80,07,45,44
2022-01-15,85,45,65,34,51
2022-01-16,60,81,90,69,16
2022-01-17,36,97,88,84,97
2022-01-18,97,56,02,64,47
2022-01-19,49,56,68,02,65
2022-01-20,52,35,14,09,71
2022-01-21,18,18,10,38,13
2022-01-22,61,40,69,21,40
2022-01-23,66,34,47,99,30
2022-01-24,24,33,18,85,59
2022-01-25,58,00,12,93,15
2022-01-26,22,01,76,88,34
2022-01-27,11,79,21,03,57
2022-01-28,23,51,53,96,31
2022-01-29,41,62,05,29,18
2022-01-30,14,33,66,46,12
2022-01-31,02,94,21,11,06
2022-02-01,70,27,14,94,37
2022-02-02,35,31,48,00,49
2022-02-03,72,68,56,14,78
2022-02-04,89,80,84,37,53
2022-02-05,14,97,83,69,31
2022-02-06,08,81,61,69,20
2022-02-07,52,69,16,87,41
2022-02-08,19,59,40,36,73
2022-02-09,62,09,83,66,92
2022-02-10,47,86,42,05,40
2022-02-11,65,84,35,91,24
2022-02-12,99,30,65,13,97
2022-02-13,53,57,55,76,20
2022-02-14,65,82,40,94,63
2022-02-15,84,01,86,62,65
2022-02-16,63,21,30,41,59
2022-02-17,74,42,17,43,63
2022-02-18,14,51,45,64,39
2022-02-19,08,55,81,39,63
2022-02-20,52,83,59,55,02
2022-02-21,87,62,78,94,11
2022-02-22,83,47,28,77,50
2022-02-23,05,69,32,95,64
2022-02-24,74,13,30,83,58
2022-02-25,04,31,32,89,30
2022-02-26,81,37,78,62,27
2022-02-27,58,72,94,57,74
2022-02-28,53,13,26,31,45
2022-03-01,25,83,49,45,06
2022-03-02,66,59,85,43,06
2022-03-03,55,33,58,34,36
2022-03-04,14,33,14,71,63
2022-03-05,45,69,55,32,76
2022-03-06,09,59,86,21,83
2022-03-07,21,38,32,92,86
2022-03-08,28,96,04,77,60
2022-03-09,06,86,35,79,36
2022-03-10,35,19,70,15,68
2022-03-11,41,91,93,18,01
2022-03-12,12,46,51,46,13
2022-03-13,66,37,79,73,55
2022-03-14,55,83,88,45,17
2022-03-15,19,42,52,70,33
2022-03-16,75,78,13,32,93
2022-03-17,95,43,51,57,46
2022-03-18,16,13,44,05,97
2022-03-19,42,54,98,29,51
2022-03-20,44,76,06,47,46
2022-03-21,64,75,75,09,05
2022-03-22,08,58,26,46,51
2022-03-23,78,59,34,70,06
2022-03-24,34,36,11,55,72
2022-03-25,00,15,62,76,71
2022-03-26,59,46,47,94,24
2022-03-27,99,18,64,32,46
2022-03-28,00,74,73,00,70
2022-03-29,34,06,90,53,36
2022-03-30,67,48,95,72,09
2022-03-31,66,32,38,63,49
2022-04-01,30,38,19,91,64
2022-04-02,93,64,13,32,57
2022-04-03,56,87,08,58,97
2022-04-04,96,70,76,67,70
2022-04-05,55,16,79,55,35
2022-04-06,71,95,00,96,79
2022-04-07,84,07,74,65,87
2022-04-08,81,76,30,84,78
2022-04-09,39,20,95,67,15
2022-04-10,09,55,97,76,16
2022-04-11,88,36,78,07,12
2022-04-12,58,12,05,77,50
2022-04-13,68,64,37,52,47
2022-04-14,61,24,67,90,43
2022-04-15,18,91,49,73,71
2022-04-16,43,26,78,50,46
2022-04-17,48,56,60,52,96
2022-04-18,71,19,46,95,18
2022-04-19,68,08,57,26,25
2022-04-20,20,57,20,61,77
2022-04-21,63,30,96,41,65
2022-04-22,22,06,01,15,51
2022-04-23,38,83,05,75,64
2022-04-24,76,25,50,96,05
2022-04-25,30,53,59,67,05
2022-04-26,90,85,44,16,04
2022-04-27,79,92,25,66,17
2022-04-28,41,94,50,20,91
2022-04-29,10,02,62,02,42
2022-04-30,84,46,42,06,60
2022-05-01,86,77,54,12,66
2022-05-02,70,96,59,32,58
2022-05-03,32,71,61,80,19
2022-05-04,80,13,92,25,77
2022-05-05,33,38,34,78,65
2022-05-06,68,51,70,78,17
2022-05-07,21,65,94,53,41
2022-05-08,27,24,85,04,78
2022-05-09,01,45,23,11,40
2022-05-10,33,87,33,56,20
2022-05-11,15,34,43,81,50
2022-05-12,60,46,31,69,78
2022-05-13,44,11,31,25,94
2022-05-14,25,11,61,22,38
2022-05-15,06,12,43,04,75
2022-05-16,17,19,42,69,43
2022-05-17,77,81,13,63,64
2022-05-18,30,28,98,09,65
2022-05-19,59,21,66,39,68
2022-05-20,91,85,22,57,62
2022-05-21,60,17,93,43,90
2022-05-22,35,31,56,69,72
2022-05-23,05,04,27,33,38
2022-05-24,78,99,75,23,60
2022-05-25,61,08,11,81,02
2022-05-26,89,00,49,06,47
2022-05-27,39,58,97,31,42
2022-05-28,78,19,03,85,86
2022-05-29,91,05,74,15,14
2022-05-30,57,72,36,13,53
2022-05-31,48,55,76,39,74
2022-06-01,38,43,37,80,39
2022-06-02,92,73,14,79,92
2022-06-03,95,05,24,66,88
2022-06-04,36,28,82,51,80
2022-06-05,18,39,61,79,03
2022-06-06,46,90,30,17,76
2022-06-07,56,18,45,69,60
2022-06-08,16,45,30,01,33
2022-06-09,77,20,42,26,83
2022-06-10,24,61,00,93,99
2022-06-11,97,94,05,32,74
2022-06-12,63,11,92,40,73
2022-06-13,88,81,94,00,29
2022-06-14,79,51,29,43,92
2022-06-15,24,01,46,98,06
2022-06-16,47,40,73,64,74
2022-06-17,92,67,17,49,61
2022-06-18,86,27,61,88,21
2022-06-19,83,76,88,14,67
2022-06-20,34,27,08,22,80
2022-06-21,42,88,24,33,92
2022-06-22,80,25,56,17,79
2022-06-23,97,87,65,62,99
2022-06-24,94,64,16,42,48
2022-06-25,63,66,17,00,18
2022-06-26,27,56,84,52,87
2022-06-27,55,22,59,27,31
2022-06-28,27,17,65,43,04
2022-06-29,10,98,81,05,73
2022-06-30,31,12,08,88,89
2022-07-01,44,84,17,61,14
2022-07-02,65,89,76,68,24
2022-07-03,76,98,26,60,02
2022-07-04,20,61,31,62,56
2022-07-05,04,82,54,84,40
2022-07-06,07,65,88,97,53
2022-07-07,61,19,29,26,19
2022-07-08,80,86,30,14,52
2022-07-09,73,83,97,88,88
2022-07-10,37,31,95,67,26
2022-07-11,57,10,05,60,52
2022-07-12,53,71,01,75,64
2022-07-13,19,59,72,46,99
2022-07-14,10,20,06,07,78
2022-07-15,61,80,85,60,60
2022-07-16,09,58,61,99,94
2022-07-17,37,34,68,46,93
2022-07-18,23,47,55,90,07
2022-07-19,82,00,23,28,90
2022-07-20,36,19,15,70,17
2022-07-21,13,78,48,00,66
2022-07-22,28,32,59,97,26
2022-07-23,31,68,37,78,71
2022-07-24,89,76,10,68,41
2022-07-25,56,06,56,79,84
2022-07-26,09,86,91,60,61
2022-07-27,70,10,33,25,67
2022-07-28,37,87,27,08,48
2022-07-29,04,61,13,46,40
2022-07-30,67,89,30,29,22
2022-07-31,88,59,93,47,58
2022-08-01,87,35,75,71,68
2022-08-02,29,91,07,24,43
2022-08-03,59,06,61,11,69
2022-08-04,50,61,56,22,45
2022-08-05,00,63,79,13,86
2022-08-06,49,49,01,39,98
2022-08-07,32,56,36,43,92
2022-08-08,82,99,94,38,87
2022-08-09,98,44,97,95,82
2022-08-10,40,74,44,82,88
2022-08-11,54,56,61,27,33
2022-08-12,45,11,05,32,78
2022-08-13,41,83,00,35,61
2022-08-14,85,68,62,15,24
2022-08-15,39,78,73,40,31
2022-08-16,97,75,84,95,35
2022-08-17,54,96,47,52,71
2022-08-18,11,55,09,11,38
2022-08-19,73,80,21,07,28
2022-08-20,95,81,37,14,38
2022-08-21,17,03,17,17,98
2022-08-22,98,28,90,44,36
2022-08-23,94,67,27,22,90
2022-08-24,90,43,47,95,26
2022-08-25,86,08,91,53,88
2022-08-26,90,10,52,34,90
2022-08-27,06,63,65,06,62
2022-08-28,40,94,39,43,40
2022-08-29,75,03,97,50,61
2022-08-30,53,51,01,85,44
2022-08-31,70,57,89,17,71
2022-09-01,25,76,11,28,92
2022-09-02,49,70,30,15,35
2022-09-03,02,36,47,72,36
2022-09-04,00,65,64,93,15
2022-09-05,03,19,09,52,73
2022-09-06,84,07,09,16,86
2022-09-07,25,28,41,92,69
2022-09-08,20,16,55,18,48
2022-09-09,73,93,19,37,50
2022-09-10,17,69,00,32,44
2022-09-11,02,02,05,72,98
2022-09-12,16,24,26,96,18
2022-09-13,62,32,64,63,37
2022-09-14,44,16,18,95,05
2022-09-15,26,99,72,58,36
2022-09-16,96,82,81,94,91
2022-09-17,94,48,85,07,10
2022-09-18,81,80,64,97,44
2022-09-19,27,70,87,43,56
2022-09-20,18,51,30,69,83
2022-09-21,50,42,88,59,32
2022-09-22,59,58,37,82,95
2022-09-23,07,06,05,31,61
2022-09-24,85,86,63,03,27
2022-09-25,91,53,82,13,25
2022-09-26,31,31,32,70,68
2022-09-27,11,31,30,73,34
2022-09-28,48,33,17,32,71
2022-09-29,03,02,37,35,89
2022-09-30,12,33,53,37,34
2022-10-01,50,36,23,12,17
2022-10-02,26,49,36,25,13
2022-10-03,99,25,31,15,78
2022-10-04,11,82,81,13,94
2022-10-05,03,13,95,81,75
2022-10-06,93,88,63,07,30
2022-10-07,87,78,38,95,31
2022-10-08,17,51,24,63,06
2022-10-09,23,15,30,85,85
2022-10-10,33,93,78,00,67
2022-10-11,11,05,77,20,28
2022-10-12,15,03,30,47,81
2022-10-13,08,79,13,71,29
2022-10-14,64,69,72,59,06
2022-10-15,23,57,37,93,12
2022-10-16,74,96,43,16,52
2022-10-17,54,76,30,31,42
2022-10-18,13,58,08,52,91
2022-10-19,13,01,42,17,60
2022-10-20,26,92,82,91,12
2022-10-21,33,84,14,38,87
2022-10-22,47,82,16,67,98
2022-10-23,29,58,73,97,17
2022-10-24,42,86,11,87,00
2022-10-25,13,91,19,47,70
2022-10-26,20,06,46,14,20
2022-10-27,60,95,42,86,52
2022-10-28,67,63,50,80,83
2022-10-29,03,29,97,65,60
2022-10-30,24,78,71,70,61
2022-10-31,40,98,51,51,83
2022-11-01,21,26,11,26,25
2022-11-02,12,51,75,73,96
2022-11-03,37,30,40,93,36
2022-11-04,22,18,38,45,41
2022-11-05,76,51,19,40,36
2022-11-06,54,95,78,59,82
2022-11-07,22,70,88,56,07
2022-11-08,24,08,83,22,98
2022-11-09,69,78,25,64,11
2022-11-10,01,37,69,29,83
2022-11-11,15,39,17,21,73
2022-11-12,62,18,20,94,29
2022-11-13,36,17,33,70,68
2022-11-14,52,94,79,13,94
2022-11-15,07,23,48,26,92
2022-11-16,32,67,98,24,04
2022-11-17,45,74,81,86,22
2022-11-18,75,77,78,25,53
2022-11-19,38,67,24,44,22
2022-11-20,01,10,42,15,04
2022-11-21,46,27,46,57,50
2022-11-22,43,08,34,64,63
2022-11-23,57,65,11,83,23
2022-11-24,51,85,79,36,95
2022-11-25,72,56,85,56,37
2022-11-26,10,37,17,05,04
2022-11-27,58,30,52,38,01
2022-11-28,51,02,87,11,38
2022-11-29,22,31,71,94,72
2022-11-30,83,65,49,24,77
2022-12-01,05,17,34,55,13
2022-12-02,95,07,42,61,42
2022-12-03,79,09,59,76,36
2022-12-04,46,68,77,31,58
2022-12-05,93,72,27,47,82
2022-12-06,34,80,95,38,69
2022-12-07,43,32,46,72,67
2022-12-08,64,16,58,88,63
2022-12-09,85,15,66,22,17
2022-12-10,06,83,06,53,64
2022-12-11,73,77,58,24,59
2022-12-12,45,90,17,68,34
2022-12-13,07,35,20,30,24
2022-12-14,49,82,52,84,14
2022-12-15,64,40,10,57,42
2022-12-16,75,27,17,69,20
2022-12-17,35,03,25,40,93
2022-12-18,84,76,42,35,58
2022-12-19,11,90,01,05,82
2022-12-20,59,51,02,91,32
2022-12-21,42,94,93,86,91
2022-12-22,85,31,43,56,23
2022-12-23,17,14,99,29,01
2022-12-24,19,22,11,38,94
2022-12-25,70,25,02,77,43
2022-12-26,80,56,65,95,37
2022-12-27,78,25,95,71,72
2022-12-28,58,14,94,56,86
2022-12-29,89,96,91,36,96
2022-12-30,15,01,56,75,24
2022-12-31,54,86,56,43,22
2023-01-01,75,75,98,83,78
2023-01-02,91,41,04,94,81
2023-01-03,27,59,98,14,51
2023-01-04,92,71,50,74,54
2023-01-05,44,56,64,81,65
2023-01-06,02,41,20,31,41
2023-01-07,17,33,21,23,11
2023-01-08,04,65,21,55,51
2023-01-09,59,08,33,75,85
2023-01-10,65,38,14,32,12
2023-01-11,63,39,17,53,23
2023-01-12,38,04,54,20,17
2023-01-13,58,50,69,66,61
2023-01-14,00,65,14,75,41
2023-01-15,96,20,37,03,31
2023-01-16,64,79,95,88,00
2023-01-17,20,34,96,93,33
2023-01-18,80,96,51,15,49
2023-01-19,46,77,19,44,30
2023-01-20,03,34,17,88,57
2023-01-21,09,61,78,23,96
2023-01-22,16,60,40,35,34
2023-01-23,48,60,47,89,42
2023-01-24,36,18,28,35,38
2023-01-25,09,94,80,84,74
2023-01-26,06,91,97,19,92
2023-01-27,77,15,78,16,73
2023-01-28,25,44,14,58,01
2023-01-29,21,96,95,21,33
2023-01-30,88,28,26,62,83
2023-01-31,04,59,40,14,46
2023-02-01,53,67,38,15,88
2023-02-02,61,77,34,14,30
2023-02-03,97,49,30,49,07
2023-02-04,30,78,72,38,85
2023-02-05,23,07,95,84,15
2023-02-06,90,27,67,97,59
2023-02-07,11,32,91,53,39
2023-02-08,32,44,18,32,20
2023-02-09,63,25,51,20,51
2023-02-10,30,14,68,40,87
2023-02-11,54,69,06,55,64
2023-02-12,86,57,59,08,90
2023-02-13,52,80,36,19,98
2023-02-14,64,30,66,69,39
2023-02-15,94,20,21,33,88
2023-02-16,18,63,37,36,15
2023-02-17,30,90,01,63,81
2023-02-18,76,51,78,29,37
2023-02-19,59,77,52,12,47
2023-02-20,70,59,98,27,78
2023-02-21,06,61,86,61,28
2023-02-22,36,57,40,83,28
2023-02-23,08,60,74,43,17
2023-02-24,34,04,10,73,61
2023-02-25,49,75,31,18,19
2023-02-26,34,28,11,98,58
2023-02-27,39,88,93,88,95
2023-02-28,31,76,50,85,77
2023-03-01,38,19,52,42,47
2023-03-02,11,23,43,89,53
2023-03-03,11,82,38,98,89
2023-03-04,99,91,15,06,70
2023-03-05,08,10,64,30,60
2023-03-06,29,43,72,75,96
2023-03-07,45,30,60,81,68
2023-03-08,66,60,82,22,85
2023-03-09,07,11,72,11,27
2023-03-10,94,29,74,73,97
2023-03-11,28,07,34,94,31
2023-03-12,24,34,01,41,87
2023-03-13,99,42,45,19,96
2023-03-14,10,68,06,59,76
2023-03-15,98,61,38,41,10
2023-03-16,47,62,06,31,67
2023-03-17,05,74,99,24,57
2023-03-18,37,52,55,51,67
2023-03-19,03,24,79,45,90
2023-03-20,33,53,92,07,46
2023-03-21,79,70,89,29,09
2023-03-22,20,52,98,17,72
2023-03-23,32,13,71,99,14
2023-03-24,10,80,87,20,07
2023-03-25,02,28,44,53,70
2023-03-26,61,77,25,76,64
2023-03-27,33,64,16,28,25
2023-03-28,14,98,14,63,73
2023-03-29,48,16,61,46,68
2023-03-30,34,57,87,92,19
2023-03-31,88,06,23,13,21
2023-04-01,27,36,09,33,41
2023-04-02,84,31,70,21,66
2023-04-03,81,36,80,74,56
2023-04-04,90,83,77,58,14
2023-04-05,77,66,13,00,87
2023-04-06,36,06,92,65,26
2023-04-07,09,17,52,58,91
2023-04-08,41,03,21,91,74
2023-04-09,43,71,52,40,62
2023-04-10,73,60,34,53,11
2023-04-11,58,02,62,86,65
2023-04-12,01,05,59,68,57
2023-04-13,22,54,75,49,07
2023-04-14,26,28,50,43,58
2023-04-15,23,44,30,10,16
2023-04-16,20,49,01,25,65
2023-04-17,34,44,39,49,53
2023-04-18,16,17,34,55,58
2023-04-19,72,23,37,44,72
2023-04-20,25,41,40,88,07
2023-04-21,60,68,36,17,71
2023-04-22,00,70,53,96,59
2023-04-23,52,65,13,56,86
2023-04-24,21,92,66,86,39
2023-04-25,97,17,22,43,92
2023-04-26,91,04,48,98,02
2023-04-27,19,30,27,85,50
2023-04-28,84,03,00,41,32
2023-04-29,59,78,79,62,00
2023-04-30,04,21,30,13,95
2023-05-01,76,73,98,45,27
2023-05-02,40,11,32,40,74
2023-05-03,21,95,14,91,09
2023-05-04,19,10,44,83,05
2023-05-05,73,14,47,80,54
2023-05-06,56,48,86,34,44
2023-05-07,69,22,52,79,89
2023-05-08,55,24,49,87,08
2023-05-09,18,92,45,34,69
2023-05-10,57,16,46,47,07
2023-05-11,66,20,15,70,08
2023-05-12,51,75,04,64,60
2023-05-13,83,25,34,39,04
2023-05-14,55,93,01,88,36
2023-05-15,29,03,68,47,52
2023-05-16,57,05,19,27,23
2023-05-17,12,88,90,10,98
2023-05-18,74,02,58,45,17
2023-05-19,55,67,98,58,98
2023-05-20,44,33,33,78,82
2023-05-21,33,13,78,60,93
2023-05-22,87,33,32,55,82
2023-05-23,87,95,24,90,53
2023-05-24,50,95,48,15,47
2023-05-25,17,07,35,38,48
2023-05-26,08,43,23,32,57
2023-05-27,28,23,50,14,48
2023-05-28,95,12,68,28,48
2023-05-29,23,81,07,36,10
2023-05-30,95,50,13,00,87
2023-05-31,86,59,13,52,84
2023-06-01,91,46,58,11,69
2023-06-02,16,06,86,12,17
2023-06-03,93,00,37,14,83
2023-06-04,06,50,78,12,44
2023-06-05,02,91,13,81,15
2023-06-06,32,59,92,42,22
2023-06-07,78,29,27,83,68
2023-06-08,14,67,36,34,50
2023-06-09,68,87,95,72,67
2023-06-10,56,34,25,68,16
2023-06-11,75,87,23,22,93
2023-06-12,80,74,50,59,28
2023-06-13,38,48,19,51,00
2023-06-14,43,50,82,14,96
2023-06-15,10,11,39,08,02
2023-06-16,67,87,28,64,38
2023-06-17,65,06,17,96,59
2023-06-18,17,65,59,45,86
2023-06-19,62,31,72,16,92
2023-06-20,01,38,50,43,69
2023-06-21,93,29,00,76,54
2023-06-22,65,68,35,31,68
2023-06-23,46,51,97,67,48
2023-06-24,39,49,33,83,29
2023-06-25,26,74,47,70,31
2023-06-26,01,75,71,54,58
2023-06-27,67,93,66,80,44
2023-06-28,07,03,98,42,19
2023-06-29,08,02,35,96,35
2023-06-30,64,21,90,97,24
2023-07-01,87,09,60,81,92
2023-07-02,13,27,25,59,97
2023-07-03,00,05,13,41,14
2023-07-04,23,09,56,68,04
2023-07-05,93,73,30,85,84
2023-07-06,13,01,88,61,53
2023-07-07,60,59,08,21,78
2023-07-08,41,17,23,27,98
2023-07-09,72,60,05,45,02
2023-07-10,95,51,50,65,30
2023-07-11,99,28,54,25,26
2023-07-12,76,67,28,18,08
2023-07-13,45,21,30,88,12
2023-07-14,85,13,10,32,76
2023-07-15,40,27,93,85,04
2023-07-16,54,04,46,18,57
2023-07-17,12,73,79,96,76
2023-07-18,54,41,62,79,86
2023-07-19,31,73,79,48,90
2023-07-20,44,19,90,35,06
2023-07-21,74,31,17,02,31
2023-07-22,00,35,69,21,94
2023-07-23,53,95,04,93,05
2023-07-24,35,27,04,29,51
2023-07-25,68,41,05,72,56
2023-07-26,15,75,64,70,29
2023-07-27,89,46,92,51,69
2023-07-28,82,56,39,90,27
2023-07-29,12,86,79,36,96
2023-07-30,56,40,72,46,99
2023-07-31,07,80,40,72,07
2023-08-01,61,46,38,50,17
2023-08-02,15,85,97,20,64
2023-08-03,06,09,82,50,37
2023-08-04,03,89,85,98,29
2023-08-05,14,88,55,27,93
2023-08-06,92,28,74,14,73
2023-08-07,68,16,94,20,40
2023-08-08,84,00,97,17,73
2023-08-09,96,39,87,58,76
2023-08-10,22,84,10,84,98
2023-08-11,94,52,77,69,86
2023-08-12,43,59,29,03,41
2023-08-13,52,30,29,15,30
2023-08-14,37,19,36,38,38
2023-08-15,24,80,62,36,18
2023-08-16,62,77,80,70,84
2023-08-17,73,37,05,26,66
2023-08-18,22,50,61,64,28
2023-08-19,44,88,29,94,52
2023-08-20,13,51,25,31,38
2023-08-21,83,22,31,86,35
2023-08-22,79,79,90,70,07
2023-08-23,37,50,62,13,71
2023-08-24,51,30,26,83,75
2023-08-25,49,48,09,17,94
2023-08-26,95,82,01,45,22
2023-08-27,03,34,42,59,80
2023-08-28,46,44,22,02,86
2023-08-29,35,55,12,38,54
2023-08-30,98,18,93,06,71
2023-08-31,63,19,25,38,63
2023-09-01,14,49,63,62,06
2023-09-02,90,62,08,37,44
2023-09-03,24,08,51,01,82
2023-09-04,85,25,86,19,85
2023-09-05,47,65,04,84,48
2023-09-06,83,20,32,37,67
2023-09-07,88,20,39,10,40
2023-09-08,63,53,83,29,89
2023-09-09,81,19,67,38,53
2023-09-10,89,89,01,17,52
2023-09-11,25,57,76,91,19
2023-09-12,71,75,77,29,38
2023-09-13,70,46,74,02,48
2023-09-14,10,58,48,68,23
2023-09-15,40,90,83,38,96
2023-09-16,22,56,01,08,68
2023-09-17,66,67,77,19,60
2023-09-18,75,79,56,59,30
2023-09-19,05,81,06,06,28
2023-09-20,42,86,47,69,38
2023-09-21,45,14,69,05,90
2023-09-22,50,89,45,24,18
2023-09-23,74,57,82,05,59
2023-09-24,26,25,82,45,07
2023-09-25,60,22,76,00,71
2023-09-26,25,68,74,24,52
2023-09-27,18,71,82,76,53
2023-09-28,53,45,09,97,71
2023-09-29,61,42,08,28,67
2023-09-30,75,69,79,82,17
2023-10-01,27,24,55,46,49
2023-10-02,73,04,40,62,31
2023-10-03,67,47,61,22,32
2023-10-04,55,94,31,49,26
2023-10-05,50,82,86,89,42
2023-10-06,70,22,49,40,82
2023-10-07,49,91,27,90,10
2023-10-08,45,61,76,20,57
2023-10-09,09,21,89,63,47
2023-10-10,24,44,08,43,11
2023-10-11,27,72,24,34,68
2023-10-12,78,40,15,04,92
2023-10-13,33,54,82,21,24
2023-10-14,07,36,10,52,06
2023-10-15,20,52,55,45,34
2023-10-16,57,29,11,61,48
2023-10-17,53,21,80,63,86
2023-10-18,82,45,30,74,77
2023-10-19,31,14,98,68,77
2023-10-20,71,47,56,36,05
2023-10-21,05,68,12,62,09
2023-10-22,97,86,80,47,24
2023-10-23,79,01,08,36,97
2023-10-24,41,98,06,47,75
2023-10-25,37,80,14,61,92
2023-10-26,13,54,71,70,85
2023-10-27,39,91,09,95,71
2023-10-28,42,96,11,34,27
2023-10-29,86,15,92,31,61
2023-10-30,47,40,10,22,26
2023-10-31,48,15,82,02,42
2023-11-01,81,15,22,93,38
2023-11-02,41,39,42,19,01
2023-11-03,64,02,67,31,27
2023-11-04,62,76,19,77,24
2023-11-05,06,74,00,79,94
2023-11-06,32,93,94,81,15
2023-11-07,65,30,54,80,95
2023-11-08,95,91,35,03,96
2023-11-09,34,14,21,94,61
2023-11-10,04,75,97,52,31
2023-11-11,55,80,22,00,89
2023-11-12,44,55,36,28,77
2023-11-13,83,52,54,55,90
2023-11-14,21,15,28,33,26
2023-11-15,74,21,00,34,50
2023-11-16,10,15,59,48,30
2023-11-17,09,86,98,89,70
2023-11-18,32,95,05,57,41
2023-11-19,92,30,80,31,99
2023-11-20,23,02,84,77,36
2023-11-21,58,84,96,66,48
2023-11-22,94,93,70,60,59
2023-11-23,06,38,26,63,68
2023-11-24,99,22,44,79,83
2023-11-25,11,34,01,66,45
2023-11-26,03,05,01,93,39
2023-11-27,24,64,80,40,33
2023-11-28,19,95,51,30,46
2023-11-29,75,70,02,67,65
2023-11-30,39,87,00,04,63
2023-12-01,00,10,50,73,59
2023-12-02,13,46,99,01,12
2023-12-03,10,30,27,99,92
2023-12-04,59,80,34,00,60
2023-12-05,01,59,49,33,97
2023-12-06,85,82,92,52,40
2023-12-07,84,07,54,60,26
2023-12-08,47,99,58,52,47
2023-12-09,49,20,64,96,40
2023-12-10,55,25,24,37,52
2023-12-11,37,50,16,00,05
2023-12-12,07,53,14,71,72
2023-12-13,27,86,73,61,28
2023-12-14,40,04,77,91,94
2023-12-15,84,98,72,59,18
2023-12-16,97,54,65,33,02
2023-12-17,30,81,87,98,33
2023-12-18,31,69,48,84,70
2023-12-19,57,70,10,35,74
2023-12-20,82,47,83,85,74
2023-12-21,34,78,36,63,92
2023-12-22,73,29,69,50,53
